mstardisk,mstarspheroid,sfrdisk,sfrspheroid,mzgasdisk,mzhothalo,mcolddisk,halomass,mbh,mhot
167296000000,160522000000,0,0,183572000,142551000000,17745600000,1.0781e+15,410054000,106506000000000
0,288165000000,0,0,14113800,144338000000,4449840000,1.0735e+15,735726000,133210000000000
0,367556000000,0,0,312951000,141115000000,19490000000,1.0706e+15,676160000,139738000000000
0,242533000000,0,0,18703100,123517000000,12161200000,1.0671e+15,674445000,136555000000000
0,306688000000,0,0,46694900,176140000000,7437190000,1.0576e+15,904411000,137672000000000
209339000000,211799000000,0,0,739811000,140074000000,47518700000,1.0526e+15,502893000,132061000000000
0,519834000000,0,0,220946000,183260000000,18500600000,1.0433e+15,1561130000,128615000000000
0,431831000000,0,0,242394000,137739000000,26805100000,1.024e+15,976097000,130177000000000
0,199437000000,0,0,17932800,90323500000,5366690000,1.014e+15,425359000,98838500000000
0,199315000000,0,0,162360000,153441000000,13753300000,1.0054e+15,459142000,119571000000000
0,469154000000,0,0,70341100,85843500000,7318500000,1.002e+15,1015160000,111862000000000
0,187991000000,0,8269650000,133922000,134307000000,5458550000,996040000000000,509782000,119753000000000
0,386131000000,0,0,57193000,139516000000,5608110000,988620000000000,527135000,100170000000000
0,421959000000,0,0,99813700,173297000000,3433960000,984850000000000,1013230000,126873000000000
0,573224000000,0,0,133034000,53730500000,7641300000,981960000000000,1094850000,54066300000000
92239400,370088000000,0,3575770000,166494000,163556000000,17215600000,981310000000000,475941000,115896000000000
0,129260000000,0,579965000,100259000,82708600000,8737610000,979080000000000,327071000,102332000000000
268271000000,416573000000,0,0,375838000,84944700000,23193600000,978580000000000,913816000,98240000000000
0,102207000000,0,0,9028150,25847500000,3179860000,968730000000000,234853000,54015600000000
0,465245000000,0,0,121652000,180579000000,9576260000,962570000000000,740715000,128933000000000
181479000000,286154000000,0,0,725313000,111925000000,23823400000,960530000000000,1188670000,118821000000000
0,424242000000,0,0,229217000,151110000000,23866900000,959710000000000,538358000,116914000000000
172221000000,163965000000,0,0,244234000,63178800000,5229170000,958510000000000,403864000,110417000000000
22486200000,172848000000,0,3114510000,151007000,75897600000,12081700000,958350000000000,481882000,92867600000000
0,272879000000,0,0,128815000,130935000000,13663600000,958200000000000,481022000,115493000000000
318348000000,345284000000,0,0,218273000,88399000000,13227300000,954450000000000,682502000,110764000000000
0,414103000000,0,0,17774800,106061000000,2095400000,951280000000000,878699000,100185000000000
0,243350000000,0,0,155347000,121433000000,11815700000,944970000000000,422651000,103208000000000
178187000000,267273000000,0,0,228815000,167795000000,27832600000,933770000000000,516689000,128152000000000
186505000000,381381000000,0,0,157925000,136351000000,16837400000,931330000000000,597459000,117026000000000
0,261239000000,0,0,99003500,76138400000,11283200000,927260000000000,379279000,109669000000000
90813300000,134656000000,0,2162700000,134717000,74874000000,19526300000,917850000000000,435164000,99075400000000
0,350334000000,0,0,109599000,96057000000,7736340000,916220000000000,507344000,89320300000000
0,308360000000,0,5936330000,55741600,143386000000,2246420000,914360000000000,824304000,108467000000000
0,360416000000,0,934618000,43637700,109335000000,10059900000,912180000000000,1162180000,105266000000000
108556000000,110470000000,0,0,164750000,142247000000,33536500000,911870000000000,299634000,118895000000000
65229900000,74851400000,0,0,215607000,124808000000,19158800000,910520000000000,326806000,101347000000000
49061800000,71721700000,0,0,281967000,146442000000,24722700000,909570000000000,434696000,107554000000000
0,387470000000,0,1103370000,65191800,140159000000,3000250000,896310000000000,936609000,102824000000000
0,345068000000,0,0,115124000,118850000000,4461250000,894690000000000,737962000,107259000000000
0,109233000000,0,0,15987300,27622200000,4362270000,888320000000000,217538000,71021600000000
0,213061000000,0,0,102203000,105099000000,12410700000,886610000000000,501082000,97554900000000
0,301295000000,0,0,187661000,161966000000,37200800000,883310000000000,810367000,126519000000000
33854000000,358487000000,0,0,420079000,106235000000,21564000000,882590000000000,890807000,100936000000000
0,305266000000,0,0,41646500,141315000000,4230940000,878130000000000,732784000,112435000000000
306851000000,43837400000,0,0,518149000,80024800000,38825400000,877110000000000,147127000,86155900000000
106498000000,142577000000,0,0,85645800,45100400000,5187980000,868430000000000,366083000,87645200000000
0,275156000000,0,15102800000,169818000,129592000000,6641890000,866800000000000,733797000,118568000000000
0,127709000000,0,0,32360800,73451100000,10726300000,864800000000000,231694000,80169500000000
120136000000,285832000000,0,762016000,177968000,149925000000,11189600000,863760000000000,733096000,110999000000000
329188000000,167039000000,49980100000,0,2723860000,98650900000,211489000000,858560000000000,864055000,104282000000000
162446000000,237138000000,0,15511700000,111686000,103021000000,3374770000,857940000000000,522317000,101025000000000
0,195406000000,0,0,18942400,106574000000,4450150000,855510000000000,445081000,93918900000000
0,85311700000,0,0,91490500,74740500000,11528800000,854330000000000,309106000,87414300000000
6670880000,43027200000,38731900000,0,489105000,80885700000,245915000000,852950000000000,140032000,96105300000000
0,103096000000,0,0,68878100,80754300000,18721400000,842840000000000,227225000,88445500000000
0,159020000000,0,1263230000,103175000,120242000000,17212100000,838850000000000,865587000,100065000000000
0,268402000000,0,0,29623900,42353000000,3322090000,838700000000000,913184000,76054600000000
0,78429800000,0,0,54922700,80862600000,8109680000,833030000000000,205875000,90304700000000
0,133446000000,0,3011250000,15472600,33192700000,480156000,832880000000000,327621000,70201700000000
174833000000,138275000000,0,0,179909000,80334800000,16481500000,831990000000000,450194000,65516300000000
0,218340000000,0,0,39244000,65931300000,16843700000,831450000000000,300286000,99599000000000
209119000000,160604000000,0,0,41702100,31348300000,2055980000,826770000000000,213281000,24171700000000
0,332413000000,0,0,132111000,61914300000,14961600000,820560000000000,736982000,98323900000000
146565000000,238370000000,0,0,232540000,137091000000,25685400000,820200000000000,762584000,106808000000000
0,167044000000,0,0,71242100,107557000000,6179990000,818230000000000,464341000,92021600000000
0,447137000000,0,0,86137200,125445000000,3582690000,817779000000000,624868000,77463000000000
0,99290000000,0,0,35520100,58153800000,6596700000,817490000000000,315894000,83291400000000
0,258672000000,0,0,25527200,54535900000,2365750000,817220000000000,363591000,74933400000000
0,504163000000,0,0,594976000,138728000000,36406500000,815360000000000,723234000,104638000000000
0,126260000000,0,0,33070000,77317600000,2826460000,815310000000000,349529000,104498000000000
543913000000,178953000000,0,33410900000,736089000,77430000000,27291000000,815100000000000,531880000,77483100000000
0,253298000000,0,0,26182700,34693800000,5111250000,812500000000000,432585000,74182100000000
764572000000,201024000000,0,0,607045000,192692000000,34023800000,811800000000000,582322000,101231000000000
0,250961000000,0,0,54193400,77347200000,5244270000,811510000000000,650489000,75524900000000
0,139799000000,0,0,125656000,148336000000,26433500000,811120000000000,423720000,103169000000000
0,301548000000,0,26372800000,32951600,114669000000,4377140000,810460000000000,757708000,102337000000000
0,268464000000,0,0,6198510,101152000000,4197090000,810300000000000,448343000,97524400000000
149393000000,119646000000,0,0,1971370000,104484000000,199044000000,808500000000000,582098000,96377500000000
0,265966000000,0,2157020000,21198800,85553200000,750201000,806520000000000,768693000,96712300000000
161797000000,45520500000,0,0,165348000,41574200000,18011600000,806180000000000,107091000,85842700000000
0,104049000000,0,0,7352280,58103500000,1114080000,804010000000000,259993000,77591700000000
216662000000,139559000000,0,0,768315000,81199300000,48159800000,802410000000000,656785000,98186500000000
0,132809000000,0,0,66050600,100894000000,2826540000,799680000000000,420431000,101128000000000
268601000000,183778000000,0,0,293911000,29632900000,13828400000,798970000000000,420145000,63220700000000
0,159693000000,0,2224320000,138306000,49310800000,6713620000,798250000000000,529060000,81191900000000
0,228721000000,0,0,163226000,91520000000,17421000000,795760000000000,488480000,88207600000000
194128000000,84838900000,0,0,460443000,90330500000,34651900000,792200000000000,335012000,97184600000000
0,256528000000,0,0,30483400,40936600000,2033870000,792020000000000,644947000,70123100000000
0,441192000000,0,0,184698000,119658000000,17724600000,791830000000000,767531000,99900000000000
0,268682000000,0,0,114168000,98297200000,19144200000,789570000000000,433722000,94180600000000
0,202259000000,0,0,41701400,74345600000,3140940000,787770000000000,334265000,79127600000000
146702000000,105458000000,0,0,116539000,57461700000,12651900000,785860000000000,263994000,80808200000000
0,171581000000,0,0,8438640,93011400000,4716160000,782700000000000,504652000,88941700000000
0,403671000000,0,0,90231400,40649500000,5245030000,781580000000000,524440000,70692300000000
0,145568000000,0,0,118330000,100919000000,25515700000,781070000000000,292570000,99187600000000
0,57714500000,0,0,8327010,50625000000,5841750000,776060000000000,120230000,61093900000000
319991000000,120785000000,0,0,376284000,86566700000,27656500000,771030000000000,374692000,86551200000000
0,721986000000,0,0,56637400,70754800000,8113630000,770520000000000,1258560000,85015100000000
0,192868000000,0,0,51665800,90974200000,24687100000,768250000000000,547124000,97954300000000
0,816299000000,0,0,133349000,69719800000,11711000000,767060000000000,1365000000,83264000000000
0,655226000000,0,0,104191000,105087000000,15057800000,765200000000000,650385000,83152100000000
141478000000,177245000000,0,0,201613000,110765000000,14531200000,760710000000000,453116000,95040200000000
208019000000,322680000000,0,8703100000,114833000,83882100000,4192070000,759800000000000,875112000,80756600000000
103795000000,323094000000,0,2160800000,121996000,114255000000,7477420000,757920000000000,723414000,90248200000000
0,495500000000,0,1268140000,132786000,133741000000,12947000000,756390000000000,1157510000,96280500000000
0,138733000000,0,3697930000,76145700,125871000000,6051310000,756300000000000,427008000,91347400000000
130067000000,87780200000,0,0,167265000,26330200000,4877200000,753500000000000,214213000,54384100000000
5761430000,54023800000,0,0,1020560000,95989100000,265372000000,752110000000000,402062000,81962500000000
0,737737000000,0,1487150000,63183300,91666400000,12654500000,750540000000000,1003060000,78125900000000
65944300000,95969800000,0,0,83126400,59186500000,2341140000,750250000000000,257423000,76056600000000
0,420201000000,0,0,37361700,107363000000,7981590000,749230000000000,1072000000,93694600000000
0,315625000000,0,0,145439000,125780000000,18501100000,744710000000000,743030000,88907900000000
0,166315000000,0,0,91911100,92130500000,14376200000,743120000000000,998282000,85324000000000
0,228000000000,0,0,110708000,79761400000,9297600000,742260000000000,534489000,81966700000000
0,464580000000,0,4345590000,50618500,109235000000,4100220000,731030000000000,824602000,91234800000000
669841000000,355366000000,0,0,395155000,154097000000,26849200000,730470000000000,758273000,94760600000000
105299000000,103361000000,0,0,169409000,34520100000,3882230000,729760000000000,330710000,59576200000000
0,312836000000,0,0,55705500,75724300000,3208040000,728530000000000,1248290000,87281900000000
0,216849000000,0,0,93954800,91059000000,16380100000,727620000000000,372454000,78393700000000
0,255572000000,0,0,100397000,91989300000,4115680000,726490000000000,527302000,88868200000000
0,91037100000,0,0,6750920,67352000000,7263860000,725610000000000,201128000,64857300000000
0,365777000000,0,0,62552700,81288700000,17030900000,724200000000000,536533000,90412900000000
71038400000,113655000000,0,0,260521000,66422400000,13481400000,719280000000000,416404000,74469100000000
0,307999000000,0,0,26992400,72463100000,9188410000,719030000000000,601998000,90849100000000
0,185564000000,0,26174700000,37111900,49613700000,3374670000,716440000000000,558655000,60000800000000
0,191381000000,0,10563300000,137561000,117169000000,8620650000,716120000000000,600280000,85951900000000
0,238825000000,0,6293090000,87835000,90384500000,5271100000,715190000000000,802370000,87725800000000
97773900000,171687000000,0,3152820000,139101000,59004300000,6867140000,713820000000000,414825000,69778100000000
191658000000,296021000000,0,1159340000,231065000,143738000000,9941470000,713560000000000,817022000,94159900000000
0,277899000000,0,245361000,48432100,64669400000,10204500000,711850000000000,550037000,85895100000000
72464400000,268211000000,0,0,200722000,71691900000,14032500000,709920000000000,887480000,79591000000000
0,165565000000,0,0,42760700,72066400000,13532100000,708660000000000,539407000,85798500000000
0,177201000000,0,0,53478600,69781900000,11506200000,708390000000000,363908000,81574600000000
0,362733000000,0,0,77048500,90257900000,1838420000,706690000000000,571272000,74656600000000
0,211029000000,0,1501450000,22893900,98625100000,2991140000,701960000000000,307351000,75036300000000
197915000000,348222000000,0,0,131895000,133619000000,6618670000,699210000000000,694918000,88123500000000
0,89269000000,0,2187270000,37548200,107560000000,6571330000,697780000000000,265478000,83762900000000
0,397513000000,0,906791000,38950700,84187600000,2125820000,697000000000000,643151000,78794800000000
0,183765000000,0,9280220000,104752000,61783300000,3945330000,695110000000000,361546000,68423900000000
206750000000,205614000000,0,0,194402000,114807000000,12756700000,694530000000000,428558000,81161500000000
201927000000,154153000000,0,0,282426000,125679000000,30159000000,693400000000000,491351000,92374000000000
0,196152000000,0,0,51336000,53532100000,7423400000,693020000000000,333010000,76303900000000
0,356404000000,0,0,168960000,119397000000,27094300000,692410000000000,594981000,89301800000000
0,185559000000,0,0,99766700,55505400000,7285220000,691450000000000,358347000,67927200000000
0,171342000000,0,0,107947000,70256600000,17511500000,689170000000000,511558000,92709200000000
0,228300000000,0,0,20009500,25545500000,1916180000,683300000000000,375731000,50614900000000
86767500000,211666000000,0,0,90302800,51451700000,5737910000,683070000000000,581375000,63043500000000
0,175467000000,0,0,49576200,56928000000,6975290000,681240000000000,356873000,68333500000000
121122000000,168277000000,0,0,102916000,74217900000,6416940000,681070000000000,243200000,69827900000000
126994000000,215479000000,0,1945100000,109517000,73029800000,6411270000,680610000000000,482260000,62793900000000
0,412235000000,0,302763000,16276800,104516000000,2541070000,680410000000000,699936000,75616000000000
12610700000,125351000000,0,0,183600000,113877000000,12548600000,678940000000000,428962000,91509300000000
0,108820000000,0,0,13213100,6285180000,549072000,678170000000000,218659000,40223600000000
57332500000,151999000000,0,0,149588000,123737000000,8353600000,676670000000000,460373000,88716000000000
0,334925000000,0,0,34363700,101933000000,6612030000,673970000000000,552518000,79157000000000
0,108300000000,0,0,23947300,55976000000,4458450000,673740000000000,511058000,65193800000000
0,118191000000,0,11304400000,119337000,96806400000,4374980000,672980000000000,358159000,84905900000000
0,413062000000,0,0,117565000,45172400000,5686070000,672740000000000,1408350000,66828400000000
0,388073000000,0,0,114786000,122061000000,4898000000,669990000000000,970144000,85309000000000
0,281240000000,0,4626690000,52543000,109675000000,4490160000,669510000000000,646804000,85517600000000
424940000000,164261000000,34000400000,0,2832250000,83112600000,169564000000,669060000000000,1065360000,81463300000000
154262000000,244155000000,0,0,80184200,61496700000,3345050000,667720000000000,690865000,58558600000000
84643600000,272065000000,0,0,55983000,64651800000,3746860000,665780000000000,479819000,61967800000000
0,252379000000,0,0,35396200,104420000000,10567300000,665010000000000,698779000,83755300000000
0,270810000000,0,0,84350700,105010000000,19239300000,664290000000000,607366000,87311300000000
0,453185000000,0,0,159390000,115801000000,15404000000,663160000000000,827525000,77335400000000
0,175058000000,0,0,62909000,50577600000,8468550000,662600000000000,326436000,70713800000000
0,131130000000,0,0,131328000,88621000000,7235750000,662250000000000,288795000,75826400000000
0,268976000000,0,0,2705600,19711800000,301412000,661790000000000,586755000,50117800000000
0,257266000000,0,0,125837000,74043700000,10888700000,661710000000000,503052000,71889400000000
0,250758000000,0,0,20005700,86763300000,1598240000,660860000000000,524787000,84574800000000
0,625851000000,0,0,456553000,102689000000,21171000000,660770000000000,1171940000,78284600000000
410564000000,219474000000,0,0,472432000,96459400000,15608800000,660430000000000,688162000,72200300000000
0,388969000000,0,331547000,25323900,103760000000,3475350000,659150000000000,1035590000,83368600000000
0,349819000000,0,0,105720000,98597800000,11858300000,658920000000000,546657000,76919600000000
0,78369800000,0,0,2751130,47786100000,1001260000,658910000000000,272710000,48929200000000
0,383378000000,0,0,80357400,75154600000,7322470000,658440000000000,878628000,71548700000000
260133000000,120846000000,0,0,226147000,96410000000,25766400000,657170000000000,315076000,79795500000000
0,472521000000,0,0,14750400,70399800000,2099150000,655230000000000,802934000,75819400000000
0,273725000000,0,0,107803000,103529000000,10835700000,652950000000000,1386190000,78883200000000
82433600000,142467000000,0,0,166849000,93653100000,13028300000,652450000000000,518010000,78649700000000
25355100000,14778400000,0,0,82046400,13855700000,7657260000,651630000000000,64809800,44517200000000
0,314227000000,0,0,39571000,78807500000,4255300000,650170000000000,571449000,77006800000000
16552000000,21282400000,0,0,65848500,55553700000,7884160000,649910000000000,82872800,63297900000000
0,63722700000,0,0,69234700,110509000000,15014400000,647760000000000,213300000,76101400000000
135837000000,146024000000,0,0,202207000,87247300000,5759750000,647480000000000,359785000,76711900000000
0,278214000000,0,0,52870300,104072000000,5112780000,645680000000000,494763000,83476900000000
0,375541000000,0,0,43505400,63022100000,5657400000,644480000000000,298900000,58967800000000
0,109576000000,0,0,31070700,91418900000,9032850000,644340000000000,177529000,73858000000000
0,359997000000,0,2897710000,1831310,96795000000,373598000,643280000000000,683767000,77243500000000
0,349555000000,0,9340390000,10202900,50758800000,1204240000,642180000000000,593997000,66495200000000
0,468049000000,0,0,60180200,109962000000,9260400000,641330000000000,1007280000,82415100000000
0,167159000000,0,983457000,132634000,94733100000,16469200000,639340000000000,458267000,77328200000000
0,332887000000,0,0,87578100,98373100000,13279100000,639040000000000,828693000,81096300000000
0,136014000000,0,1972340000,101785000,102236000000,6931050000,638900000000000,384990000,78688100000000
0,173633000000,0,0,84079600,59785100000,7843310000,636930000000000,455219000,67407200000000
0,431634000000,0,1401430000,59922100,59234200000,6118720000,635630000000000,608847000,63348600000000
0,371697000000,0,0,34003500,56051800000,5142590000,633860000000000,810834000,65888300000000
0,343568000000,0,19340500000,338728000,57045700000,12691600000,633180000000000,953005000,65765800000000
0,317912000000,0,0,21979500,71158800000,1516780000,631820000000000,395103000,67112800000000
0,330810000000,0,0,27574800,76544500000,5912160000,631800000000000,754634000,71751400000000
0,401314000000,0,0,101384000,107666000000,12135600000,629920000000000,1449010000,87567400000000
0,123039000000,0,3867980000,1941590,49280000000,498694000,629310000000000,311966000,49157000000000
0,328898000000,0,0,22377300,71641700000,1967880000,629150000000000,554271000,64380400000000
0,326696000000,0,494352000,243556000,123486000000,13940600000,629010000000000,1869650000,82473300000000
139371000000,49314400000,0,0,595960000,91573000000,42221900000,628960000000000,231479000,76986200000000
0,138047000000,0,0,65336700,79183500000,8635250000,627660000000000,306249000,62784400000000
93291900000,145235000000,0,0,86409800,81846000000,12744300000,627420000000000,284859000,68285200000000
0,363071000000,0,0,2054400,60125100000,405933000,624070000000000,565788000,51026400000000
0,375863000000,0,0,76402300,92813900000,13804800000,622360000000000,795111000,78413600000000
419538000000,179837000000,0,0,567726000,106817000000,32692200000,621730000000000,429423000,74605900000000
0,462145000000,0,74063800,24231500,99513000000,2560090000,620930000000000,979147000,83372300000000
37855800000,12012600000,0,0,113697000,8747050000,9534100000,619550000000000,44420500,21584600000000
0,94730600000,0,0,47499600,48380500000,6543020000,617570000000000,184913000,59817300000000
0,251386000000,0,887495000,29488700,52319700000,1917330000,616080000000000,484220000,59961900000000
0,190447000000,0,0,24430500,66737800000,7599620000,614290000000000,428960000,69483700000000
0,152590000000,0,0,23499600,53359600000,7266380000,613860000000000,387707000,64990300000000
333324000000,233615000000,0,0,433562000,112736000000,26811700000,613420000000000,569602000,81217300000000
383518000000,333669000000,0,0,402912000,91029100000,8055340000,613270000000000,638980000,63174500000000
0,302630000000,0,0,113567000,70302400000,7717010000,612700000000000,746004000,75929300000000
0,345487000000,0,929792000,68773600,90352300000,8927690000,612540000000000,783598000,75289900000000
509852000000,91167000000,183990000000,0,2982340000,120178000000,416576000000,610370000000000,287139000,78462100000000
0,316618000000,0,100200000,31642900,82929800000,3114080000,610370000000000,544606000,69823000000000
0,87553800000,0,0,26389300,74888000000,10106600000,609710000000000,281431000,72555600000000
0,208789000000,0,0,49918900,68592100000,9966910000,609380000000000,376979000,66057800000000
0,347358000000,0,0,29280300,87200700000,7748020000,609300000000000,914892000,78014900000000
308971000000,76494300000,0,0,340298000,57088700000,21632500000,609190000000000,205472000,66212800000000
83696400000,111430000000,0,0,92780500,63677600000,9601030000,608020000000000,208247000,62582900000000
0,453349000000,0,0,70966900,102555000000,16341300000,607560000000000,1285630000,81456000000000
52427800000,93974400000,0,0,185568000,50756700000,16514900000,607350000000000,196240000,58460200000000
343009000000,260340000000,0,0,285705000,57278600000,15351400000,606380000000000,520523000,60685800000000
0,190396000000,0,0,147234000,99442400000,9938190000,606080000000000,431548000,74492600000000
0,334251000000,0,0,96184600,87252800000,9464620000,606060000000000,762175000,73646300000000
0,265844000000,0,0,23805100,61248700000,5874170000,604850000000000,414711000,60082900000000
0,157996000000,0,0,40496600,56068900000,6086880000,603980000000000,281909000,63789300000000
0,150112000000,0,0,30883000,60432400000,6880740000,603810000000000,305516000,62606300000000
0,149105000000,0,0,118828000,100437000000,16651300000,603310000000000,331890000,74597300000000
15032900000,103866000000,0,3516560000,311417000,54280800000,16113900000,602920000000000,635094000,62706000000000
92703200000,85915200000,0,0,153494000,70676100000,19043700000,601380000000000,287696000,78390000000000
0,347853000000,0,0,203536000,104485000000,6997770000,600180000000000,724489000,81078500000000
0,216084000000,0,0,23207200,63101200000,4156320000,599470000000000,584840000,61193500000000
212930000000,113829000000,0,11324000000,227379000,57675100000,11943800000,597140000000000,328452000,66404900000000
0,251253000000,0,0,4981610,5274740000,122083000,596630000000000,313559000,39401200000000
107807000000,171242000000,0,0,114660000,61056400000,8494850000,596290000000000,448367000,70907300000000
0,81275100000,0,6763730000,109094000,88489200000,20326400000,594410000000000,298885000,77788000000000
0,193395000000,0,0,59055500,64450600000,18192400000,593770000000000,320333000,76387900000000
0,267466000000,0,0,12283700,66079600000,4011520000,593640000000000,541708000,72366500000000
161798000000,71303600000,0,0,519290000,91654000000,39954200000,593250000000000,187878000,76611800000000
0,111912000000,0,0,30961100,79428200000,4944950000,592920000000000,404853000,69797700000000
0,177071000000,0,0,16850000,130604000000,3194210000,591800000000000,529621000,78376200000000
91997100000,283414000000,0,0,169166000,84999500000,12979200000,591720000000000,482873000,73721500000000
84506100000,123129000000,0,0,88616200,46413400000,16334700000,591590000000000,284350000,67041600000000
0,258266000000,0,0,29520400,93555700000,9125770000,590950000000000,698378000,69253600000000
51244500000,128475000000,0,0,100908000,76341500000,5267010000,590940000000000,397594000,78434800000000
0,466508000000,0,0,30987600,68418300000,5319020000,590920000000000,895795000,67027500000000
117348000000,8955910000,0,0,568598000,14068900000,34474700000,590550000000000,55251100,42290800000000
63627000000,53327100000,0,0,201786000,85055800000,22925300000,588760000000000,287234000,76351300000000
0,98872500000,0,1248890000,46915700,66775700000,6209310000,588580000000000,212970000,65381000000000
0,196905000000,0,0,143453000,63435700000,15640800000,588560000000000,333235000,68301200000000
0,414241000000,0,0,16195400,52806000000,814976000,588180000000000,457543000,62879800000000
0,364708000000,0,725700000,125608000,88177100000,10182200000,587860000000000,1186390000,72924300000000
0,71919200000,0,0,107617000,53464900000,7740960000,587520000000000,231354000,64162600000000
39858800000,42458100000,0,0,111236000,81433800000,11129000000,587160000000000,124396000,67327700000000
0,331020000000,0,0,62558100,85148800000,4022200000,587060000000000,673820000,72776800000000
0,331261000000,0,8180050000,120281000,39467600000,5715290000,586810000000000,614098000,57941600000000
65088200000,135830000000,0,0,90637700,88168300000,9096630000,586150000000000,394995000,79476600000000
0,212413000000,0,0,38353900,51273300000,8243990000,585100000000000,302991000,58404000000000
0,133388000000,0,0,101653000,49608000000,15017400000,584580000000000,339761000,49253200000000
0,196291000000,0,0,39782200,105803000000,14855700000,583960000000000,567926000,78215800000000
0,118542000000,0,0,16098400,50171100000,6784100000,583440000000000,257678000,60275100000000
0,143883000000,0,0,18537000,57269800000,9853970000,583230000000000,259558000,69733800000000
0,113412000000,0,0,61164300,36632300000,7616720000,582940000000000,226939000,48922600000000
0,364720000000,0,0,38859500,86815900000,6927040000,582680000000000,651869000,69811200000000
0,370081000000,0,0,80927200,84778600000,7800390000,582120000000000,865784000,68866700000000
0,301134000000,0,0,110605000,62941900000,9548600000,581220000000000,1020420000,62227300000000
0,174979000000,0,0,13742200,26954300000,4787230000,581010000000000,337141000,52795600000000
0,264533000000,0,0,10702900,80684000000,1844750000,580660000000000,349904000,57600500000000
0,91658200000,0,0,29638200,17555500000,8583780000,580220000000000,370964000,50689700000000
0,195082000000,0,0,30722000,38268900000,2650670000,578710000000000,451650000,48032100000000
0,286327000000,0,0,8816050,62208100000,3607390000,578680000000000,521184000,56232900000000
197481000000,54274100000,0,0,434245000,73450200000,31950900000,578440000000000,225938000,65328700000000
0,252053000000,0,0,23611000,64667200000,3979840000,578400000000000,436700000,61043300000000
0,112312000000,0,0,3118420,50253800000,2314980000,578340000000000,283790000,53846300000000
0,38536600000,0,0,43305000,75017700000,12436600000,576670000000000,207616000,64861800000000
283870000000,221639000000,0,0,119453000,88918600000,6047670000,576510000000000,592096000,69463000000000
0,122377000000,0,0,181932000,85168400000,10042900000,575210000000000,295559000,70413600000000
0,191488000000,0,0,16455000,71063300000,6558810000,575110000000000,446644000,74001400000000
0,854646000000,0,26137300000,72089700,113620000000,3369840000,575030000000000,1649720000,68617400000000
0,111961000000,0,0,76909000,10412000000,9867560000,574530000000000,128365000,11326200000000
0,463273000000,0,0,83840200,94631400000,15050800000,574070000000000,755983000,73083100000000
0,204971000000,0,0,150595000,56899300000,8455220000,574020000000000,322370000,63205700000000
0,214935000000,0,0,22228400,69676100000,4699120000,573880000000000,699911000,69138900000000
125339000000,178201000000,0,0,139251000,65372700000,12872900000,573050000000000,468745000,68853600000000
0,86605600000,0,1500300000,41342900,60775300000,7407070000,572620000000000,197327000,55574100000000
60185100000,135555000000,0,0,210581000,72795800000,14849500000,572420000000000,445840000,66778500000000
74895300000,157654000000,0,5720040000,86772000,70341800000,4629170000,570440000000000,441072000,71659100000000
0,256732000000,0,330408000,27173200,80780900000,2326790000,570190000000000,747586000,73508800000000
0,231763000000,0,0,153057000,100585000000,4067960000,570100000000000,507189000,71411800000000
0,332591000000,0,0,64303000,71834600000,3061930000,568730000000000,692077000,64637000000000
0,289864000000,0,0,73042700,68966300000,4737780000,567870000000000,475109000,59688600000000
65869900000,121681000000,0,0,58781900,55001100000,3112740000,567620000000000,231612000,46201400000000
0,202878000000,0,0,10542100,104535000000,1304710000,567310000000000,556228000,78172800000000
0,366507000000,0,0,80168200,102930000000,3405230000,566910000000000,622897000,70226400000000
0,446076000000,0,432475000,27096300,70725100000,7073840000,566830000000000,1061850000,65850900000000
169716000000,98565200000,0,3334110000,268448000,74267900000,16016700000,564070000000000,245685000,60846600000000
32116500000,96324100000,0,0,201889000,77921000000,15157800000,563240000000000,479837000,71005900000000
0,359540000000,0,0,96037100,72639000000,9823350000,562230000000000,743438000,72433200000000
169869000000,164529000000,0,0,242151000,75635800000,15199300000,561570000000000,408250000,70335700000000
0,391402000000,0,10797300000,23086300,96193300000,1392080000,560510000000000,718967000,73132700000000
327844000000,47671100000,0,0,198212000,66034100000,21762500000,560470000000000,123852000,55174100000000
80007300000,127358000000,0,0,81633600,67672500000,15358900000,559340000000000,183662000,67498500000000
43171800000,35222200000,0,44455400000,862332000,73667400000,93036500000,558980000000000,217975000,73171800000000
0,134409000000,0,0,136255000,74456000000,21067800000,558760000000000,192273000,75149800000000
40820700000,114331000000,0,0,95643800,73777900000,13519400000,557950000000000,346366000,68700300000000
0,369969000000,0,0,208831000,88667200000,16521000000,557830000000000,1541870000,72287500000000
0,292253000000,0,0,6188970,68993400000,1344020000,557480000000000,906453000,57734300000000
147345000000,97281400000,0,0,208741000,100147000000,21150700000,556950000000000,276306000,70306100000000
0,245378000000,0,0,18842900,62846600000,854593000,556800000000000,326352000,54447400000000
0,169508000000,0,2272180000,19489200,15812500000,669228000,556750000000000,512529000,44208400000000
387042000000,158392000000,0,1085250000,1472760000,83071000000,68224100000,555460000000000,668981000,69129200000000
0,148397000000,0,0,104052000,93180000000,7893240000,555080000000000,436091000,66447800000000
62031500000,189423000000,0,0,211315000,115315000000,18605700000,554520000000000,358039000,72547200000000
0,188314000000,0,0,83626000,91175200000,8296820000,553680000000000,424596000,67489400000000
63209200000,90644800000,0,0,98326300,64516300000,11813200000,553400000000000,172512000,57745700000000
0,228844000000,0,0,148617000,78731700000,10974000000,553220000000000,285476000,67959500000000
